main_category,sub_category,businessName,reviewPageName,stars,trustScore,numberOfReviews,logoUrl,address,city,zipCode,country,website,email,phone,category_data
Animals & Pets,Animal Health,Veterinary Emergency Group,veterinaryemergencygroup.com,3.5,3.4,7,//s3-eu-west-1.amazonaws.com/tpd/screenshots/653a7f662634c98aa8635092/198x149.png,,,,United States,http://veterinaryemergencygroup.com,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian', 'category_3_name': 'Animal Hospital', 'category_4_name': 'Emergency Veterinarian Service', 'category_5_name': 'Pet Boarding Service'}"
Animals & Pets,Animal Health,Avonvets,www.avonvets.co.uk,3.5,3.4,2,,,,,United States,http://www.avonvets.co.uk,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Playfuldoxies,playfuldoxies.com,3.5,3.4,2,,,,,United States,http://playfuldoxies.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store'}"
Animals & Pets,Animal Health,The Vets,thevets.com,3.5,3.3,86,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6111a6582684fd001e1b495f/198x149.png,One Bridge Plaza,Forth Lee,07024,United States,http://thevets.com,support@thevets.com,8447228387,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,PDSA,pdsapetstore.org.uk,3.5,3.3,12,,,,,United States,http://pdsapetstore.org.uk,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pet Supply Store'}"
Animals & Pets,Animal Health,hartvets.co.uk,hartvets.co.uk,3.5,3.3,5,,,,,United States,http://hartvets.co.uk,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Pet Store', 'category_4_name': 'Animal Hospital', 'category_5_name': 'Animal Shelter'}"
Animals & Pets,Animal Health,Delaware Veterinary Group,delawarevets.co.uk,3.5,3.3,4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e4a8165d3ba1c0001d23cd4/198x149.png,Torbay Road,Castle Cary,BA7 7DT,United States,http://delawarevets.co.uk,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Dog Breeder'}"
Animals & Pets,Animal Health,Silverfoxdogrescue,www.silverfoxdogrescue.com,3,3.2,15,,,,,United States,http://www.silverfoxdogrescue.com,,,"{'category_1_name': 'Dog Breeder', 'category_2_name': 'Pet Store', 'category_3_name': 'Animal Rescue Service', 'category_4_name': 'Pet Adoption Service'}"
Animals & Pets,Animal Health,Regan Veterinary Group,regansvets.co.uk,3,3.2,10,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e8cdecabc2231000153d16a/198x149.png,Owen Road,Diss,IP22 4ER,United States,http://regansvets.co.uk,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Meadvets,www.meadvets.com,3,3.2,9,,,,,United States,http://www.meadvets.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Tutoribalto,www.tutoribalto.com,3,3.2,7,//s3-eu-west-1.amazonaws.com/tpd/screenshots/62dc5a0daba354979b444026/198x149.png,,,,United States,http://www.tutoribalto.com,,,"{'category_1_name': 'Pet Supply Store', 'category_2_name': 'Pet Store', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,VetHelpDirect,www.vethelpdirect.com,3,3.2,4,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd3fba0478699000150d030/198x149.png,,,,United States,http://www.vethelpdirect.com,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Terryrescue,terryrescue.com,3,3.2,3,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/64bf269b1f6068483d2ca1b2/198x149.png,"181 EDGEWOOD TERRACE S BOUNDBROOK, NJ 0888",EDGEWOOD TERRACE S BOUNDBROOK,08880,United States,http://terryrescue.com,kelvin@terryrescue.com,2135993099,"{'category_1_name': 'Animal Rescue Service', 'category_2_name': 'Dog Trainer', 'category_3_name': 'Dog Breeder', 'category_4_name': 'Pet Adoption Service'}"
Animals & Pets,Animal Health,Tomwaltersequine,www.tomwaltersequine.com,3,3.2,1,,,,,United States,http://www.tomwaltersequine.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Horseback Riding Service'}"
Animals & Pets,Animal Health,Beesferry,beesferry.com,3,3.2,1,,,,,United States,http://beesferry.com,,,"{'category_1_name': 'Pet Boarding Service', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,newporthillsvet.com,www.newporthillsvet.com,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/62ab744d4fe811b8cac9ce22/198x149.png,,,,United States,http://www.newporthillsvet.com,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Animaloptionsvetclinic,www.animaloptionsvetclinic.com.au,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5b78f01bb1710d00011b8413/198x149.png,,,,United States,http://www.animaloptionsvetclinic.com.au,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Unavets,www.unavets.com,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/65b8e7e6c8226a739003f071/198x149.png,,,,United States,http://www.unavets.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Jupiteranimalhospital,www.jupiteranimalhospital.com,3,3.2,1,,,,,United States,http://www.jupiteranimalhospital.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Animal Hospital', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,My Justanswer,my.justanswer.com,3,3.2,1,,,,,United States,http://my.justanswer.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Osceolaanimalclinic,www.osceolaanimalclinic.com,3,3.2,1,,,,,United States,http://www.osceolaanimalclinic.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,modernanimal.com,www.modernanimal.com,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/62191557a106dfb98a8b7d3a/198x149.png,,,,United States,http://www.modernanimal.com,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,East Dallas Veterinary Clinic,www.eastdallasvetclinic.com,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/632bd1585ff74a79a209d8b8/198x149.png,,,,United States,http://www.eastdallasvetclinic.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Veterinary Clinic,www.thevetclinic.co.uk,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e8ef1224893f600012a7a63/198x149.png,,,,United States,http://www.thevetclinic.co.uk,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Maderavet,maderavet.com,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/66a157b6a28d00325aadd908/198x149.png,,,,United States,http://maderavet.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Clarendonhousevets,clarendonhousevets.co.uk,3,3.2,1,,,,,United States,http://clarendonhousevets.co.uk,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Thrive Pet Healthcare,thrivepetcare.com,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/64b0959f0d3abec321afc325/198x149.png,,,,United States,http://thrivepetcare.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,rt66vet.com,rt66vet.com,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/627c4e4f86d791adf5986c12/198x149.png,,,,United States,http://rt66vet.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Vcacanada,www.vcacanada.com,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/666a35a89a55bc5adf78497e/198x149.png,,,,United States,http://www.vcacanada.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Huntsvillepetvet,www.huntsvillepetvet.com,3,3.2,1,,,,,United States,http://www.huntsvillepetvet.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pet Store'}"
Animals & Pets,Animal Health,woodview-veterinary-clinic-boarding-and-grooming.business.s,woodview-veterinary-clinic-boarding-and-grooming.business.site,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/628265c03c5789860b0143d0/198x149.png,,,,United States,http://woodview-veterinary-clinic-boarding-and-grooming.business.site,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Loch Leven Equine,lochlevenequine.co.uk,3,3.2,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d8df3b403cb6f0001eef356/198x149.png,,,,United States,http://lochlevenequine.co.uk,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Tyldesleyvets,www.tyldesleyvets.com,3,3.2,1,,,,,United States,http://www.tyldesleyvets.com,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,VetRxDirect Pet Pharmacy,www.vetrxdirect.com,3,3,3126,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4bf1b04000006400050ca6a1/198x149.png,"1900 James St, Ste 11",Coralville,52241,United States,http://www.VetRxDirect.Pharmacy,info@vetrxdirect.com,866-761-6578,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pharmacy'}"
Animals & Pets,Animal Health,Tamesideveterinaryclinic,tamesideveterinaryclinic.co.uk,3,3,21,,,,,United States,http://tamesideveterinaryclinic.co.uk,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,UK-GSR_official page,www.ukgermanshepherdrescue.co.uk,3,3,6,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d9b9d4969f41300017d55c3/198x149.png,Bonds Lane,Elswick,PR4 3ZE,United States,http://www.ukgermanshepherdrescue.co.uk,,,"{'category_1_name': 'Animal Rescue Service', 'category_2_name': 'Pet Adoption Service'}"
Animals & Pets,Animal Health,Shires Veterinary Practice,www.shiresvets.com,3,3,5,//s3-eu-west-1.amazonaws.com/tpd/screenshots/61ab2dbcc487733d347161ee/198x149.png,,,,United States,http://www.shiresvets.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Petvet,www.petvet.org.uk,3,2.9,31,,,,,United States,http://www.petvet.org.uk,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Pet Store', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Beecroftsurgical,beecroftsurgical.com,3,2.9,4,,,,,United States,http://beecroftsurgical.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,smalldoorvet.com,smalldoorvet.com,3,2.9,2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/61f3f6d4d3bacb662c6f079e/198x149.png,,,,United States,http://smalldoorvet.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Askaveterinarianonline,www.askaveterinarianonline.com,3,2.9,2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/61767dd20e82255e1b6fdfa8/198x149.png,,,,United States,http://www.askaveterinarianonline.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Animal Hospital', 'category_3_name': 'Veterinarian', 'category_4_name': 'Animal Control Service'}"
Animals & Pets,Animal Health,Naperville Animal Hospital,www.napervilleanimalhospital.com,3,2.8,3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5beda765b1ab5e000108b01d/198x149.png,East Ogden Avenue 1023,Naperville,60563,United States,http://www.napervilleanimalhospital.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store', 'category_3_name': 'Pet Supply Store'}"
Animals & Pets,Animal Health,Equigovet,www.equigovet.com,3,2.8,3,,,,,United States,http://www.equigovet.com,,,{'category_1_name': 'Emergency Veterinarian Service'}
Animals & Pets,Animal Health,Texas Coalition for Animal Protection,www.texasforthem.org,3,2.8,3,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/598dc6900000ff0005a8a46c/198x149.png,713 Sunset Street,Denton,76201,United States,http://www.texasforthem.org,info@texasforthem.org,940-566-5551,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Non-Profit Organization'}"
Animals & Pets,Animal Health,UPS,ups.bg,3,2.8,3,,,,,United States,http://ups.bg,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,AZ Exotic Bird Rescue,azexoticbirdrescue.org,3,2.8,3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/599597a50000ff0005a910e2/198x149.png,,,,United States,http://azexoticbirdrescue.org,,,{'category_1_name': 'Animal Rescue Service'}
Animals & Pets,Animal Health,Nhvnaturalpetproducts,www.nhvnaturalpetproducts.com,2.5,2.7,8,,,,,United States,http://www.nhvnaturalpetproducts.com,,,"{'category_1_name': 'Pet Supply Store', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pet Store'}"
Animals & Pets,Animal Health,The Oaks Veterinary Centre,www.oaksvetsbirmingham.co.uk,2.5,2.6,34,,Watford Road 87,Birmingham,B30 1NP,United States,http://www.oaksvetsbirmingham.co.uk,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Blackwatervets,blackwatervets.co.uk,2.5,2.6,19,,,,,United States,http://blackwatervets.co.uk,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store'}"
Animals & Pets,Animal Health,Veterinarians.org,veterinarians.org,2.5,2.6,5,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6316d46e3cccc47d457adbde/198x149.png,"2600 S Shore Blvd, Ste 302,", League City,77573-2944,United States,http://www.veterinarians.org,hello@veterinarians.org, 844-478-0303,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,PetCoach,petcoach.co,2.5,2.5,7,,Butler Pike 2260,Plymouth Meeting,19462,United States,http://petcoach.co,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store', 'category_3_name': 'Pet Supply Store'}"
Animals & Pets,Animal Health,Alta Vista Veterinary Hospital,www.altavistavet.com,2.5,2.5,5,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5c01ea33e32b98000128e6e5/198x149.png,North 7th Avenue 4706,Phoenix,85013,United States,http://www.altavistavet.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Pypehayesvets,www.pypehayesvets.co.uk,2.5,2.5,5,,Chester Road 1066,Birmingham,B24 0SA,United States,http://www.pypehayesvets.co.uk,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Bravecto,bravecto.com,2.5,2.4,12,//s3-eu-west-1.amazonaws.com/tpd/screenshots/64d0bae822b65f06b6ea12d1/198x149.png,,,,United States,http://bravecto.com,,,"{'category_1_name': 'Pet Supply Store', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pet Store'}"
Animals & Pets,Animal Health,Vetsforpets,www.vetsforpets.co.uk,2.5,2.3,98,,,,,United States,http://www.vetsforpets.co.uk,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store'}"
Animals & Pets,Animal Health,Westway Vets,westway-vets.com,2.5,2.3,76,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e80d6cfd304470001f334f6/198x149.png,,York,YO26 4GB,United States,http://westway-vets.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Animal Hospital', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,rowevetgroup.com,rowevetgroup.com,2.5,2.3,36,,,,,United States,http://rowevetgroup.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Vetcoclinics,www.vetcoclinics.com,2.5,2.3,7,//s3-eu-west-1.amazonaws.com/tpd/screenshots/66253988260568f574205870/198x149.png,,,,United States,http://www.vetcoclinics.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Animal Hospital', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Blythwood Veterinary Group,www.blythwood.com,2.5,2.3,6,//s3-eu-west-1.amazonaws.com/tpd/screenshots/60a71a99961d18000147d1a3/198x149.png,,,,United States,http://www.blythwood.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,orivet.com,orivet.com,2,2.2,18,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5fe7c3e2e2aa300001621ce4/198x149.png,,,,United States,http://orivet.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store'}"
Animals & Pets,Animal Health,Wellpetskent,www.wellpetskent.co.uk,2,2.2,10,,,,,United States,http://www.wellpetskent.co.uk,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,The Finchley Vet,thefinchleyvet.co.uk,2,2.2,8,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cf04134951de70001a65362/198x149.png,,,15679,United States,http://thefinchleyvet.co.uk,,,"{'category_1_name': 'Animal Shelter', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pet Store', 'category_4_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Gallant,gallant.com,2,2.1,20,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e012cd292d79000013c453f/198x149.png,"10865 ROAD TO THE CURE, Ste 101",San Diego,92121,United States,http://gallant.com,info@gallant.com,8554425526,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Vetpartners,vetpartners.com,2,2.1,11,,,,,United States,http://vetpartners.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Findster,getfindster.com,2,2,172,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5c46d25e5c7a190001984181/198x149.png,,,,United States,http://getfindster.com,support@getfindster.com,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Pet Store', 'category_3_name': 'Animal Control Service'}"
Animals & Pets,Animal Health,linnaeusgroup.co.uk,www.linnaeusgroup.co.uk,2,2,11,,,,,United States,http://www.linnaeusgroup.co.uk,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,VCA Animal Hospitals,vcahospitals.com,2,1.9,67,//s3-eu-west-1.amazonaws.com/tpd/screenshots/607d2e950a09e30001397f47/198x149.png,,,,United States,http://vcahospitals.com,,,"{'category_1_name': 'Pet Supply Store', 'category_2_name': 'Pet Store', 'category_3_name': 'Veterinarian', 'category_4_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,scottishspca.org,www.scottishspca.org,2,1.8,46,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5fe23b8e2313c90001fd75d2/198x149.png,,,,United States,http://www.scottishspca.org,,,"{'category_1_name': 'Animal Shelter', 'category_2_name': 'Animal Protection Organization', 'category_3_name': 'Animal Rescue Service'}"
Animals & Pets,Animal Health,Wedgewood Pharmacy,wedgewoodpetrx.com,2,1.8,26,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5c9910f342e6f30001df3ff7/198x149.png,Heron Drive 405,Swedesboro,08085,United States,http://wedgewoodpetrx.com,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinary Pharmacy', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,VIP Petcare,vippetcare.com,1.5,1.6,89,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d1c5bb5af6b260001911ecf/198x149.png,Skylane Boulevard 5813,Windsor,95492,United States,http://vippetcare.com,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Vet Approved RX,www.vetapprovedrx.com,1.5,1.5,2714,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5135e5830000640005236103/198x149.png,14677 Hwy 194,Oakland,38060,United States,http://vetapprovedrx.pharmacy/,info@vetapprovedrx.com,877-847-7389,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pharmacy', 'category_4_name': 'Hobby Store'}"
Animals & Pets,Animal Health,BluePearl Veterinary Partners,www.bluepearlvet.com,1.5,1.5,206,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5ab2763811b5b5000197147d/198x149.png,Busch Lake Boulevard 2950,Tampa,33614,United States,http://www.bluepearlvet.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Embark Veterinary,embarkvet.com,1.5,1.5,117,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cd9668fbaa2170001d22af3/198x149.png,Brazos Street 815a,Austin,78701,United States,http://embarkvet.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store'}"
Animals & Pets,Animal Health,Vetsource.com,vetsource.com,1.5,1.5,71,//s3-eu-west-1.amazonaws.com/tpd/screenshots/6218ea9d57410b5d9ae61394/198x149.png,,,,United States,http://vetsource.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store', 'category_3_name': 'Veterinary Pharmacy'}"
Animals & Pets,Animal Health,Myerscough Veterinary Group,myvets.co.uk,1.5,1.5,55,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e4c01769f19c600019901bd/198x149.png,Longsight Road,Clayton le Dale,BB2 7JA,United States,http://myvets.co.uk,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,AskVet,askvet.app,1.5,1.5,49,//s3-eu-west-1.amazonaws.com/tpd/screenshots/61a794baf5280b6951da30d7/198x149.png,"711 Center Dr, Ste 105-253",San Marcos,92069,United States,https://askvet.app,info@askvet.app,909-324-4287,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pet Trainer', 'category_4_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Banfield Pet Hospital,www.banfield.com,1,1.2,539,//s3-eu-west-1.amazonaws.com/tpd/screenshots/58e507da0000ff00059fe72c/198x149.png,Northeast Tillamook Street 8000,Portland,97213,United States,http://www.banfield.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Zoetis,www.zoetis.com,1,1.2,146,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d1ca60d3300cb00015d6833/198x149.png,Sylvan Way 10,Parsippany-Troy Hills,07054,United States,http://www.zoetis.com,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Pet Supply Store', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Aliso Viejo Animal Hospital,alisoviejovet.com,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/63925d9f40b116458553f26f/198x149.png,"23411 Aliso Viejo Pkwy, Suite A",Aliso Viejo,92656,United States,http://alisoviejovet.com,alisoviejovet@gmail.com,9494267700,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,dccpets.in,dccpets.in,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6148a72079fad8001dc63289/198x149.png,"Jagdamba Farm, Carterpuri Marg, Sector 23A, Gurgaon, Haryana",Gurgaon,122016,United States,http://dccpets.in,info@dccpets.in,9311560101,"{'category_1_name': 'Pet Boarding Service', 'category_2_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Zoetispetcare,zoetispetcare.com,0,0,0,,,,,United States,http://zoetispetcare.com,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Pet Supply Store', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,nextmeapp.com,nextmeapp.com,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/60e5f0c4bb17b10001b46108/198x149.png,,Chicago,,United States,http://nextmeapp.com,hello@nextmeapp.com,877.639.8631,"{'category_1_name': 'Affiliate Marketing Service', 'category_2_name': 'Software Company', 'category_3_name': 'Restaurant', 'category_4_name': 'Software Vendor', 'category_5_name': 'Veterinarian', 'category_6_name': 'Cannabis store'}"
Animals & Pets,Animal Health,Vetcor,www.vetcor.com,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/67226462fec4d344e6df1017/198x149.png,,,,United States,http://www.vetcor.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,vitusvet.com,vitusvet.com,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/66f53e35f3776e76986a34c9/198x149.png,,,,United States,http://vitusvet.com,,,"{'category_1_name': 'Software Vendor', 'category_2_name': 'Veterinarian', 'category_3_name': 'Software Company'}"
Animals & Pets,Animal Health,Safari Veterinary Care Centers,safarivet.com,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6752c8be4a42bb5131deef3e/198x149.png,"2402 Marina Bay Dr, ",League City,77573,United States,http://safarivet.com,frontdesk@safarivet.com,281 332 5612,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,VetandTech,vetandtech.com,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6221d99a9fa133f3be82cc26/198x149.png,,New York,,United States,http://vetandtech.com,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Pet Place,petplace.com,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d1f94b2f49a260001a6e69b/198x149.png,E High St 5450,Phoenix,85054,United States,http://petplace.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Supply Store', 'category_3_name': 'Pet Store'}"
Animals & Pets,Animal Health,Identipet,identipet.com,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/63ea1bbf696d6473b13cb884/198x149.png,,,,United States,http://identipet.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Animal Protection Organization', 'category_3_name': 'Database Management Company', 'category_4_name': 'Animal Rescue Service'}"
Animals & Pets,Animal Health,Κτηνίατροι - Click to Vet,clicktovet.gr,0,0,0,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/66b5c3022281d804ef6f574f/198x149.png,,,,United States,http://clicktovet.gr,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian'}"
